,Tracker ID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Capacity (MW),Year,Combustion technology,Status,Latitude,Longitude,Heat rate (Btu per kWh),Remaining plant lifetime (years),bws_score,coal_price,Predicted_HR_50.0,Predicted_HR_70.0,Predicted_HR_90.0
1737,G110202,https://www.gem.wiki/Titagarh_power_station,India,West Bengal,Unit 3,Titagarh power station,60.0,1984.0,subcritical,operating,22.7319741,88.3703092,12618,2,0.0,1.99,13.982960572375216,13.812689770759043,13.580515380173008
1738,G110203,https://www.gem.wiki/Titagarh_power_station,India,West Bengal,Unit 4,Titagarh power station,60.0,1985.0,subcritical,operating,22.7319741,88.3703092,12618,3,0.0,1.99,13.912139054430028,13.74256554850561,13.498525867574301
1744,G110337,https://www.gem.wiki/Trombay_power_station,India,Maharashtra,Unit 5,Trombay power station,500.0,1984.0,subcritical,operating,19.0027,72.8979,10878,2,1.56412964564514,2.38,12.837879915851621,12.733647298924398,12.570417320711412
1746,G110339,https://www.gem.wiki/Trombay_power_station,India,Maharashtra,Unit 8,Trombay power station,250.0,2009.0,subcritical,operating,19.0027,72.8979,11313,27,1.56412964564514,2.38,12.533624195632775,12.40589205393289,12.302643236915477
1749,G110385,https://www.gem.wiki/Tuticorin_NTPL_power_station,India,Tamil Nadu,Unit 1,Tuticorin NTPL power station,500.0,2015.0,subcritical,operating,8.7603628,78.1710826,8702,33,4.11424949412029,3.9,11.43633533426166,11.437393854709068,11.29577731512315
1750,G110386,https://www.gem.wiki/Tuticorin_NTPL_power_station,India,Tamil Nadu,Unit 2,Tuticorin NTPL power station,500.0,2015.0,subcritical,operating,8.7603628,78.1710826,8702,33,4.11424949412029,3.9,11.43633533426166,11.437393854709068,11.29577731512315
1753,G110389,https://www.gem.wiki/Tuticorin_Smelter_power_station,India,Tamil Nadu,Unit 2,Tuticorin Smelter power station,80.0,2012.0,subcritical,operating,8.816981,78.0899754,11313,30,4.11424949412029,3.9,13.451820393116694,13.061873191451214,13.120162884618813
1754,G110390,https://www.gem.wiki/Tuticorin_Smelter_power_station,India,Tamil Nadu,Unit 3,Tuticorin Smelter power station,80.0,2013.0,subcritical,operating,8.816981,78.0899754,10442,31,4.11424949412029,3.9,13.451957089129778,13.061808966797896,13.10017754093103
1755,G110391,https://www.gem.wiki/Tuticorin_Thermal_Power_Station,India,Tamil Nadu,Unit 1,Tuticorin Thermal Power Station,210.0,1979.0,subcritical,operating,8.7625183,78.1759764,12618,5,4.11424949412029,3.9,13.478273733574031,13.262061631149688,12.956307510533925
1756,G110392,https://www.gem.wiki/Tuticorin_Thermal_Power_Station,India,Tamil Nadu,Unit 2,Tuticorin Thermal Power Station,210.0,1980.0,subcritical,operating,8.7625183,78.1759764,12618,5,4.11424949412029,3.9,13.478273733574031,13.262061631149688,12.956307510533925
1757,G110393,https://www.gem.wiki/Tuticorin_Thermal_Power_Station,India,Tamil Nadu,Unit 3,Tuticorin Thermal Power Station,210.0,1982.0,subcritical,operating,8.7625183,78.1759764,12618,5,4.11424949412029,3.9,13.478273733574031,13.262061631149688,12.956307510533925
1758,G110394,https://www.gem.wiki/Tuticorin_Thermal_Power_Station,India,Tamil Nadu,Unit 4,Tuticorin Thermal Power Station,210.0,1990.0,subcritical,operating,8.7625183,78.1759764,12618,8,4.11424949412029,3.9,13.482739661134806,13.270662666058717,12.958642104207296
1759,G110395,https://www.gem.wiki/Tuticorin_Thermal_Power_Station,India,Tamil Nadu,Unit 5,Tuticorin Thermal Power Station,210.0,1992.0,subcritical,operating,8.7625183,78.1759764,12618,10,4.11424949412029,3.9,13.401359921736548,13.228032568164224,12.923464046452056
1760,G110418,https://www.gem.wiki/Uchpinda_power_station,India,Chhattisgarh,Unit 1,Uchpinda power station,360.0,2015.0,subcritical,operating,21.8863997,83.1208098,9572,33,1.58139118801547,1.59,11.71932262000912,11.602216362326232,11.440606217822763
1761,G110419,https://www.gem.wiki/Uchpinda_power_station,India,Chhattisgarh,Unit 2,Uchpinda power station,360.0,2016.0,subcritical,operating,21.8863997,83.1208098,9572,34,1.58139118801547,1.59,11.727511030410792,11.604596706750716,11.434930824891824
1762,G110420,https://www.gem.wiki/Uchpinda_power_station,India,Chhattisgarh,Unit 3,Uchpinda power station,360.0,2017.0,subcritical,operating,21.8863997,83.1208098,9572,35,1.58139118801547,1.59,11.790675725905462,11.607466004828174,11.421540738909618
1763,G110421,https://www.gem.wiki/Uchpinda_power_station,India,Chhattisgarh,Unit 4,Uchpinda power station,360.0,2019.0,subcritical,operating,21.8863997,83.1208098,9572,37,1.58139118801547,1.59,11.78682541624212,11.574727063901364,11.396697815847263
1777,G110438,https://www.gem.wiki/Ukai_Thermal_Power_Station,India,Gujarat,Unit 3,Ukai Thermal Power Station,200.0,1979.0,subcritical,operating,21.2093,73.5574,12618,5,2.84378166189354,3.7,13.48200638017336,13.260192827767613,13.039395340864175
1778,G110439,https://www.gem.wiki/Ukai_Thermal_Power_Station,India,Gujarat,Unit 4,Ukai Thermal Power Station,200.0,1979.0,subcritical,operating,21.2093,73.5574,12618,5,2.84378166189354,3.7,13.48200638017336,13.260192827767613,13.039395340864175
1779,G110440,https://www.gem.wiki/Ukai_Thermal_Power_Station,India,Gujarat,Unit 5,Ukai Thermal Power Station,210.0,1985.0,subcritical,operating,21.2093,73.5574,12618,3,2.84378166189354,3.7,13.483830038842369,13.266355346484369,12.963611481798655
1780,G110441,https://www.gem.wiki/Ukai_Thermal_Power_Station,India,Gujarat,Unit 6,Ukai Thermal Power Station,500.0,2013.0,subcritical,operating,21.2093,73.5574,8702,31,2.84378166189354,3.7,11.637121267382735,11.661700727958321,11.473377281937685
1786,G110525,https://www.gem.wiki/Utkal_Smelter_power_station,India,Odisha,Unit 1,Utkal Smelter power station,30.0,2011.0,subcritical,operating,19.24,83.412,11313,29,3.47260479045318,1.66,13.283223727001296,12.986678297472885,13.007241397043167
1787,G110526,https://www.gem.wiki/Utkal_Smelter_power_station,India,Odisha,Unit 2,Utkal Smelter power station,30.0,2011.0,subcritical,operating,19.24,83.412,11313,29,3.47260479045318,1.66,13.283223727001296,12.986678297472885,13.007241397043167
1788,G110527,https://www.gem.wiki/Utkal_Smelter_power_station,India,Odisha,Unit 3,Utkal Smelter power station,30.0,2011.0,subcritical,operating,19.24,83.412,11313,29,3.47260479045318,1.66,13.283223727001296,12.986678297472885,13.007241397043167
1789,G110528,https://www.gem.wiki/Utraula_power_station,India,Uttar Pradesh,Unit 1,Utraula power station,45.0,2012.0,subcritical,operating,27.43,82.18,11313,30,5.0,2.04,13.308320695621944,12.9786602872048,13.027160336950795
1790,G110529,https://www.gem.wiki/Utraula_power_station,India,Uttar Pradesh,Unit 2,Utraula power station,45.0,2012.0,subcritical,operating,27.43,82.18,11313,30,5.0,2.04,13.308320695621944,12.9786602872048,13.027160336950795
1797,G110532,https://www.gem.wiki/Vadlur_power_station,India,Karnataka,Unit 1 (old),Vadlur power station,35.0,2008.0,subcritical,operating,16.3015842,77.3615384,11313,26,1.88509606322304,3.46,13.532213368515563,13.234634808506733,13.224895444247622
1799,G110544,https://www.gem.wiki/Vallur_Thermal_Power_Plant,India,Tamil Nadu,Unit 1,Vallur Thermal Power Plant,500.0,2012.0,subcritical,operating,13.2371309,80.3017545,9572,30,4.61612784400043,3.9,11.584262309665442,11.592382169821274,11.43594119671176
1800,G110545,https://www.gem.wiki/Vallur_Thermal_Power_Plant,India,Tamil Nadu,Unit 2,Vallur Thermal Power Plant,500.0,2013.0,subcritical,operating,13.2371309,80.3017545,8702,31,4.61612784400043,3.9,11.584655219133706,11.592480561116648,11.402796140621103
1801,G110546,https://www.gem.wiki/Vallur_Thermal_Power_Plant,India,Tamil Nadu,Unit 3,Vallur Thermal Power Plant,500.0,2014.0,subcritical,operating,13.2371309,80.3017545,8702,32,4.61612784400043,3.9,11.473262535902542,11.486230537434231,11.334491257768587
1816,G110595,https://www.gem.wiki/Vilayat_Caustic_power_station,India,Gujarat,Unit 1,Vilayat Caustic power station,30.0,2014.0,subcritical,operating,21.697468,72.5925064,10442,32,5.0,3.7,13.379115472630737,13.054110948031433,13.023748681632425
1817,G110596,https://www.gem.wiki/Vilayat_Caustic_power_station,India,Gujarat,Unit 2,Vilayat Caustic power station,30.0,2014.0,subcritical,operating,21.697468,72.5925064,10442,32,5.0,3.7,13.379115472630737,13.054110948031433,13.023748681632425
1818,G110597,https://www.gem.wiki/Vilayat_Caustic_power_station,India,Gujarat,Unit 3,Vilayat Caustic power station,30.0,2014.0,subcritical,operating,21.697468,72.5925064,10442,32,5.0,3.7,13.379115472630737,13.054110948031433,13.023748681632425
1819,G110598,https://www.gem.wiki/Vindhyachal_power_station,India,Madhya Pradesh,Phase 1 Unit 1,Vindhyachal power station,210.0,1987.0,subcritical,operating,24.0983,82.6719,12618,5,3.71304664842659,1.72,13.448618739443871,13.208973711142109,12.916210475710022
1820,G110599,https://www.gem.wiki/Vindhyachal_power_station,India,Madhya Pradesh,Phase 1 Unit 2,Vindhyachal power station,210.0,1988.0,subcritical,operating,24.0983,82.6719,12618,6,3.71304664842659,1.72,13.448618739443871,13.208973592684151,12.916210475710022
1821,G110600,https://www.gem.wiki/Vindhyachal_power_station,India,Madhya Pradesh,Phase 1 Unit 3,Vindhyachal power station,210.0,1989.0,subcritical,operating,24.0983,82.6719,12618,7,3.71304664842659,1.72,13.448618739443871,13.208973592684151,12.916210475710022
1822,G110601,https://www.gem.wiki/Vindhyachal_power_station,India,Madhya Pradesh,Phase 1 Unit 4,Vindhyachal power station,210.0,1989.0,subcritical,operating,24.0983,82.6719,12618,7,3.71304664842659,1.72,13.448618739443871,13.208973592684151,12.916210475710022
1823,G110602,https://www.gem.wiki/Vindhyachal_power_station,India,Madhya Pradesh,Phase 1 Unit 5,Vindhyachal power station,210.0,1990.0,subcritical,operating,24.0983,82.6719,12618,8,3.71304664842659,1.72,13.457982377946601,13.218245462221264,12.919911060100919
1824,G110603,https://www.gem.wiki/Vindhyachal_power_station,India,Madhya Pradesh,Phase 1 Unit 6,Vindhyachal power station,210.0,1991.0,subcritical,operating,24.0983,82.6719,12618,9,3.71304664842659,1.72,13.443655855253084,13.20455245672283,12.919216978997737
1825,G110604,https://www.gem.wiki/Vindhyachal_power_station,India,Madhya Pradesh,Phase 2 Unit 1,Vindhyachal power station,500.0,1999.0,subcritical,operating,24.0983,82.6719,10442,17,3.71304664842659,1.72,11.796538363140757,11.676179232569538,11.529726453896952
1826,G110605,https://www.gem.wiki/Vindhyachal_power_station,India,Madhya Pradesh,Phase 2 Unit 2,Vindhyachal power station,500.0,2000.0,subcritical,operating,24.0983,82.6719,10442,18,3.71304664842659,1.72,11.757973049999874,11.66454043117683,11.52588817975771
1827,G110606,https://www.gem.wiki/Vindhyachal_power_station,India,Madhya Pradesh,Phase 3 Unit 1,Vindhyachal power station,500.0,2006.0,subcritical,operating,24.0983,82.6719,9572,24,3.71304664842659,1.72,11.506358679221064,11.446328983733025,11.339970873387289
1828,G110607,https://www.gem.wiki/Vindhyachal_power_station,India,Madhya Pradesh,Phase 3 Unit 2,Vindhyachal power station,500.0,2007.0,subcritical,operating,24.0983,82.6719,9572,25,3.71304664842659,1.72,11.508239348163988,11.458723331409363,11.343802883675009
1829,G110608,https://www.gem.wiki/Vindhyachal_power_station,India,Madhya Pradesh,Phase IV unit 11,Vindhyachal power station,500.0,2012.0,subcritical,operating,24.0983,82.6719,9572,30,3.71304664842659,1.72,11.37184966191637,11.31995552343693,11.176018696829571
1830,G110609,https://www.gem.wiki/Vindhyachal_power_station,India,Madhya Pradesh,Phase IV units 12,Vindhyachal power station,500.0,2013.0,subcritical,operating,24.0983,82.6719,8702,31,3.71304664842659,1.72,11.373193984491218,11.319193043468564,11.142530199555422
1831,G110610,https://www.gem.wiki/Vindhyachal_power_station,India,Madhya Pradesh,Phase V Unit 13,Vindhyachal power station,500.0,2015.0,subcritical,operating,24.0983,82.6719,8702,33,3.71304664842659,1.72,11.214045740817358,11.162450920915246,11.027188416800344
1833,G110624,https://www.gem.wiki/Visakhapatnam_Sarda_power_station,India,Andhra Pradesh,,Visakhapatnam Sarda power station,84.0,2013.0,subcritical,operating,17.466444,82.961361,10442,31,0.870626778317224,3.43,13.431160782426199,13.04360940905662,13.030966823676028
1835,G110628,https://www.gem.wiki/Vizag_Simhadri_power_station,India,Andhra Pradesh,Unit 1,Vizag Simhadri power station,50.0,2012.0,subcritical,operating,17.6369263,83.1931329,11313,30,0.870626778317224,3.43,13.447964007324725,13.08293407970124,13.08365393295896
1836,G110629,https://www.gem.wiki/Vizag_Steel_Plant_power_station,India,Andhra Pradesh,Unit 3,Vizag Steel Plant power station,60.0,1989.0,subcritical,operating,17.6065468,83.1967131,12618,7,0.870626778317224,3.43,13.933635403265866,13.744351180461523,13.4780582948536
1837,G110630,https://www.gem.wiki/Vizag_Steel_Plant_power_station,India,Andhra Pradesh,Unit 4,Vizag Steel Plant power station,60.0,1989.0,subcritical,operating,17.6065468,83.1967131,12618,7,0.870626778317224,3.43,13.933635403265866,13.744351180461523,13.4780582948536
1838,G110631,https://www.gem.wiki/Vizag_Steel_Plant_power_station,India,Andhra Pradesh,Unit 5,Vizag Steel Plant power station,60.0,1990.0,subcritical,operating,17.6065468,83.1967131,12618,8,0.870626778317224,3.43,13.963929609624255,13.774639450407129,13.48045911595852
1839,G110632,https://www.gem.wiki/Vizag_Steel_Plant_power_station,India,Andhra Pradesh,Unit 6,Vizag Steel Plant power station,67.5,1996.0,subcritical,operating,17.6065468,83.1967131,12183,14,0.870626778317224,3.43,13.750146440074452,13.574042886946016,13.365745516466811
1840,G110633,https://www.gem.wiki/Vizag_Steel_Plant_power_station,India,Andhra Pradesh,Unit 7,Vizag Steel Plant power station,67.5,2009.0,subcritical,operating,17.6065468,83.1967131,11313,27,0.870626778317224,3.43,13.47328562025102,13.141282452743802,13.130714642057718
1841,G110634,https://www.gem.wiki/Vizag_Thermal_Power_Plant,India,Andhra Pradesh,Unit 1,Vizag Thermal Power Plant,520.0,2015.0,subcritical,operating,17.5636425,83.1388772,8702,33,0.870626778317224,3.43,11.355658976916214,11.34863338043863,11.20804198011125
1842,G110635,https://www.gem.wiki/Vizag_Thermal_Power_Plant,India,Andhra Pradesh,Unit 2,Vizag Thermal Power Plant,520.0,2016.0,subcritical,operating,17.5636425,83.1388772,8702,34,0.870626778317224,3.43,11.331533782090837,11.3217766638331,11.192170291140982
1843,G110663,https://www.gem.wiki/VS_Lignite_Plant,India,Rajasthan,,VS Lignite Plant,135.0,2010.0,subcritical,operating,27.8567,72.8577,11313,28,4.76568013395909,2.8,13.12124211041447,12.781334698363787,12.727290777824097
1844,G110705,https://www.gem.wiki/Wanakbori_Thermal_Power_Station,India,Gujarat,Unit 1,Wanakbori Thermal Power Station,210.0,1982.0,subcritical,operating,22.87253747,73.3588028,12618,5,4.09303353501502,3.7,13.47317816032375,13.260014652959926,12.964128982570017
1845,G110706,https://www.gem.wiki/Wanakbori_Thermal_Power_Station,India,Gujarat,Unit 2,Wanakbori Thermal Power Station,210.0,1983.0,subcritical,operating,22.87253747,73.3588028,12618,1,4.09303353501502,3.7,13.595506421712269,13.379917383261265,13.032313080927851
1846,G110707,https://www.gem.wiki/Wanakbori_Thermal_Power_Station,India,Gujarat,Unit 3,Wanakbori Thermal Power Station,210.0,1984.0,subcritical,operating,22.87253747,73.3588028,12618,2,4.09303353501502,3.7,13.548093705035061,13.330178058601177,13.032673467613462
1847,G110708,https://www.gem.wiki/Wanakbori_Thermal_Power_Station,India,Gujarat,Unit 4,Wanakbori Thermal Power Station,210.0,1986.0,subcritical,operating,22.87253747,73.3588028,12618,4,4.09303353501502,3.7,13.483830038842369,13.266355346484369,12.963611481798655
1848,G110709,https://www.gem.wiki/Wanakbori_Thermal_Power_Station,India,Gujarat,Unit 5,Wanakbori Thermal Power Station,210.0,1986.0,subcritical,operating,22.87253747,73.3588028,12618,4,4.09303353501502,3.7,13.483830038842369,13.266355346484369,12.963611481798655
1849,G110710,https://www.gem.wiki/Wanakbori_Thermal_Power_Station,India,Gujarat,Unit 6,Wanakbori Thermal Power Station,210.0,1987.0,subcritical,operating,22.87253747,73.3588028,12618,5,4.09303353501502,3.7,13.47317816032375,13.260014652959926,12.964128982570017
1850,G110711,https://www.gem.wiki/Wanakbori_Thermal_Power_Station,India,Gujarat,Unit 7,Wanakbori Thermal Power Station,210.0,1998.0,subcritical,operating,22.87253747,73.3588028,12183,16,4.09303353501502,3.7,13.262895137745325,13.027823473388743,12.716276592028446
1853,G110733,https://www.gem.wiki/Wardha_Warora_Power_Plant,India,Maharashtra,Unit 1,Wardha Warora Power Plant,135.0,2010.0,subcritical,operating,20.2724429,78.9789158,11313,28,3.56604004401945,2.38,13.11028467537554,12.796089097285924,12.765335485493031
1854,G110734,https://www.gem.wiki/Wardha_Warora_Power_Plant,India,Maharashtra,Unit 2,Wardha Warora Power Plant,135.0,2010.0,subcritical,operating,20.2724429,78.9789158,11313,28,3.56604004401945,2.38,13.11028467537554,12.796089097285924,12.765335485493031
1855,G110735,https://www.gem.wiki/Wardha_Warora_Power_Plant,India,Maharashtra,Unit 3,Wardha Warora Power Plant,135.0,2011.0,subcritical,operating,20.2724429,78.9789158,11313,29,3.56604004401945,2.38,13.107379962081877,12.791502585432601,12.744429154693046
1856,G110736,https://www.gem.wiki/Wardha_Warora_Power_Plant,India,Maharashtra,Unit 4,Wardha Warora Power Plant,135.0,2011.0,subcritical,operating,20.2724429,78.9789158,11313,29,3.56604004401945,2.38,13.107379962081877,12.791502585432601,12.744429154693046
1858,G110738,https://www.gem.wiki/Wardha_Works_power_station,India,Maharashtra,Unit 1,Wardha Works power station,40.0,1999.0,subcritical,operating,20.46,79.8,12183,17,2.92075089973715,2.38,13.593005279564544,13.375673308260584,13.283151479137803
1859,G110739,https://www.gem.wiki/Wardha_Works_power_station,India,Maharashtra,Unit 2,Wardha Works power station,40.0,1999.0,subcritical,operating,20.46,79.8,12183,17,2.92075089973715,2.38,13.593005279564544,13.375673308260584,13.283151479137803
1885,G111544,https://www.gem.wiki/Zawar_Mines_power_station,India,Rajasthan,Unit 1,Zawar Mines power station,80.0,2008.0,subcritical,operating,24.58,73.68,11313,26,5.0,2.8,13.380245684868676,13.12232130490387,13.152704990815138
