Tracker ID,TrackerLOC,ParentID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Chinese Name,Other names,Owner,Parent,Capacity (MW),Status,Year,RETIRED,Planned Retire,Combustion technology,Coal type,Coal source,Location,"Local area (taluk, county)","Major area (prefecture, district)",Subregion,Region,Previous Region,Latitude,Longitude,Accuracy,Permits,Captive,Captive industry use,Captive residential use,Alternate Fuel,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Remaining plant lifetime (years)
G103103,L102146,P101097,https://www.gem.wiki/Gorra_Thermal_Power_Plant,India,Chhattisgarh,,Gorra Thermal Power Plant,,,Patni Power Projects,Patni Power Projects,540,cancelled,,,,unknown,unknown,,Gorra,Pussore,Raigarh,Southern Asia,Asia,South Asia,21.89304,83.393583,approximate,,,,,,8605,"96,100",53%,2.2,87.5,40
G103110,L102298,P101546,https://www.gem.wiki/Gowdasandra_power_station,India,Karnataka,Unit 1,Gowdasandra power station,,,Vakkal Energy,Vakkal Energy,80,cancelled,,,,unknown,unknown,,Gowdasandra,Gauribidanur,Chikaballapura,Southern Asia,Asia,South Asia,13.43,77.72,approximate,TOR 5/9/2013 at http://bit.ly/1iNp9sW,,,,,10326,"96,100",53%,0.4,15.6,40
G103111,L102298,P101546,https://www.gem.wiki/Gowdasandra_power_station,India,Karnataka,Unit 2,Gowdasandra power station,,,Vakkal Energy,Vakkal Energy,80,cancelled,,,,unknown,unknown,,Gowdasandra,Gauribidanur,Chikaballapura,Southern Asia,Asia,South Asia,13.43,77.72,approximate,TOR 5/9/2013 at http://bit.ly/1iNp9sW,,,,,10326,"96,100",53%,0.4,15.6,40
G103196,L102042,P101141,https://www.gem.wiki/Gudur_Thermal_Power_Project_(Momidi),India,Andhra Pradesh,Phases I and II,Gudur Thermal Power Project (Momidi),,,Pragdisa Power Private Ltd,Pragdisa Power Private Ltd,2640,cancelled,,,,supercritical,unknown,,Momidi,Chillakur,Nellore,Southern Asia,Asia,South Asia,14.130902,79.864683,approximate,TOR 9 Sep 2010 at http://bit.ly/1joGeK3,,,,,8409,"96,100",53%,10.5,418,40
G103226,L102209,P101014,https://www.gem.wiki/Gujarat_Power_Project,India,Gujarat,,Gujarat Power Project,,Valia-Mangol plant,Neyveli Lignite Corp Ltd,Neyveli Lignite Corporation,500,cancelled,,,,unknown,lignite,,Valia,,Surat,Southern Asia,Asia,South Asia,21.573757,73.168617,approximate,,,,,,8605,"101,000",53%,2.1,85.1,40
G103229,L102299,P101099,https://www.gem.wiki/Gulbarga_power_station,India,Karnataka,Unit 1,Gulbarga power station,,,Power Company of Karnataka,PCKL,660,cancelled,,,,subcritical,unknown,,Firozabad,Gulbarga,Gulbarga,Southern Asia,Asia,South Asia,17.0854,76.79,approximate,TOR 10/9/2009 at http://bit.ly/1eymRa4,,,,,8702,"96,100",53%,2.7,108.1,40
G103230,L102299,P101099,https://www.gem.wiki/Gulbarga_power_station,India,Karnataka,Unit 2,Gulbarga power station,,,Power Company of Karnataka,PCKL,660,cancelled,,,,subcritical,unknown,,Firozabad,Gulbarga,Gulbarga,Southern Asia,Asia,South Asia,17.185278,76.795,approximate,TOR 10/9/2009 at http://bit.ly/1eymRa4,,,,,8702,"96,100",53%,2.7,108.1,40
G103232,L102547,P100014,https://www.gem.wiki/Gummidipoondi_Accord_power_station,India,Tamil Nadu,Unit 1,Gummidipoondi Accord power station,,,Accord Energy,Accord Energy,180,cancelled,,,,subcritical,unknown,Indonesia,Sirupulalpettai,Gummidipoondi,Thiruvallur,Southern Asia,Asia,South Asia,13.420278,80.073333,exact,EC18 May 2011 at http://bit.ly/1kFzvLK; EIA Oct 2014,,,,,10442,"96,100",53%,0.9,35.4,40
G103233,L102547,P100014,https://www.gem.wiki/Gummidipoondi_Accord_power_station,India,Tamil Nadu,Unit 2,Gummidipoondi Accord power station,,,Accord Energy,Accord Energy,180,cancelled,,,,subcritical,unknown,Indonesia,Sirupulalpettai,Gummidipoondi,Thiruvallur,Southern Asia,Asia,South Asia,13.420278,80.073333,exact,EC18 May 2011 at http://bit.ly/1kFzvLK; EIA Oct 2014,,,,,10442,"96,100",53%,0.9,35.4,40
G103235,L102548,P100810,https://www.gem.wiki/Gummidipoondi_Kamachi_power_station,India,Tamil Nadu,Unit 1,Gummidipoondi Kamachi power station,,,Kamachi Sponge And Power Corp,Kamachi Group,35,operating,2011,,,subcritical,unknown,,,Gummidipoondi,Tiruvallur,Southern Asia,Asia,South Asia,13.4240182,80.0874567,exact,,other metals & mining,power,,,11313,"96,100",53%,0.2,5.4,29
G103236,L102548,P100810,https://www.gem.wiki/Gummidipoondi_Kamachi_power_station,India,Tamil Nadu,Unit 2,Gummidipoondi Kamachi power station,,,Kamachi Sponge And Power Corp,Kamachi Group,35,operating,2012,,,subcritical,unknown,,,Gummidipoondi,Tiruvallur,Southern Asia,Asia,South Asia,13.4240182,80.0874567,exact,,other metals & mining,power,,,11313,"96,100",53%,0.2,5.6,30
G103237,L102549,P101437,https://www.gem.wiki/Gummidipoondi_Suryadev_power_station,India,Tamil Nadu,Unit 1,Gummidipoondi Suryadev power station,,,Suryadev Alloys & Power,Suryadev Alloys & Power,80,operating,2013,,,subcritical,bituminous,,Suryadev Gummidipoondi steel mill,Gummidipoondi,Tiruvallur,Southern Asia,Asia,South Asia,13.3847789,80.1074162,exact,,other metals & mining,power,,,10442,"94,600",53%,0.4,12,31
G103238,L102549,P101437,https://www.gem.wiki/Gummidipoondi_Suryadev_power_station,India,Tamil Nadu,Unit 2,Gummidipoondi Suryadev power station,,,Suryadev Alloys & Power,Suryadev Alloys & Power,80,operating,2013,,,subcritical,bituminous,,Suryadev Gummidipoondi steel mill,Gummidipoondi,Tiruvallur,Southern Asia,Asia,South Asia,13.3847789,80.1074162,exact,,other metals & mining,power,,,10442,"94,600",53%,0.4,12,31
G103244,L102043,P100986,https://www.gem.wiki/Gunipudi_power_station_(NBPL_proposal),India,Andhra Pradesh,,Gunipudi power station (NBPL proposal),,,Namratha Bizili Private Limited,Namratha Bizili Private Limited,300,cancelled,,,,unknown,unknown,,"Gunipudi, Pentakota",Payakaraopet,Visakhapatanam,Southern Asia,Asia,South Asia,17.300117,82.614386,approximate,,,,,,9466,"96,100",53%,1.3,53.5,40
G103245,L102044,P101436,https://www.gem.wiki/Gunipudi_power_station_(STEAPL_proposal),India,Andhra Pradesh,Unit 1,Gunipudi power station (STEAPL proposal),,,Suryachakra Group,Suryachakra Group,660,cancelled,,,,supercritical,unknown,Imported,"Gunipudi, Pentakota",Nakkapalli,Vishakapatnam,Southern Asia,Asia,South Asia,17.300117,82.624386,approximate,"TOR July 26, 2011 at http://bit.ly/1eLBJFZ; TOR extension 19 Dec 2013 at http://bit.ly/1eLBRFh; Form 1: 16 Jan 2015 http://bit.ly/1KRsujV",,,,,8409,"96,100",53%,2.6,104.5,40
G103246,L102044,P101436,https://www.gem.wiki/Gunipudi_power_station_(STEAPL_proposal),India,Andhra Pradesh,Unit 2,Gunipudi power station (STEAPL proposal),,,Suryachakra Group,Suryachakra Group,660,cancelled,,,,supercritical,unknown,Imported,"Gunipudi, Pentakota",Nakkapalli,Vishakapatnam,Southern Asia,Asia,South Asia,17.300117,82.624386,approximate,"TOR July 26, 2011 at http://bit.ly/1eLBJFZ; TOR extension 19 Dec 2013 at http://bit.ly/1eLBRFh; Form 1: 16 Jan 2015 http://bit.ly/1KRsujV",,,,,8409,"96,100",53%,2.6,104.5,40
G103488,L102512,P101149,https://www.gem.wiki/Guru_Hargobind_Lehra_Mohabbat_Power_Station,India,Punjab state,Unit 1,Guru Hargobind Lehra Mohabbat Power Station,,Guru Hargobind power station,Punjab State Power Corp Ltd,PSPCL,210,operating,1997,,,subcritical,bituminous,,Lehra Mohabbat,Bathinda,Bathinda,Southern Asia,Asia,South Asia,30.26655473,75.16609669,exact,,,,,,12183,"94,600",53%,1.2,17.8,15
G103489,L102512,P101149,https://www.gem.wiki/Guru_Hargobind_Lehra_Mohabbat_Power_Station,India,Punjab state,Unit 2,Guru Hargobind Lehra Mohabbat Power Station,,Guru Hargobind power station,Punjab State Power Corp Ltd,PSPCL,210,operating,1998,,,subcritical,bituminous,,Lehra Mohabbat,Bathinda,Bathinda,Southern Asia,Asia,South Asia,30.26655473,75.16609669,exact,,,,,,12183,"94,600",53%,1.2,19,16
G103490,L102512,P101149,https://www.gem.wiki/Guru_Hargobind_Lehra_Mohabbat_Power_Station,India,Punjab state,Unit 3,Guru Hargobind Lehra Mohabbat Power Station,,Guru Hargobind power station,Punjab State Power Corp Ltd,PSPCL,250,operating,2008,,,subcritical,bituminous,,Lehra Mohabbat,Bathinda,Bathinda,Southern Asia,Asia,South Asia,30.26655473,75.16609669,exact,,,,,,11313,"94,600",53%,1.3,34.1,26
G103491,L102512,P101149,https://www.gem.wiki/Guru_Hargobind_Lehra_Mohabbat_Power_Station,India,Punjab state,Unit 4,Guru Hargobind Lehra Mohabbat Power Station,,Guru Hargobind power station,Punjab State Power Corp Ltd,PSPCL,250,operating,2010,,,subcritical,bituminous,,Lehra Mohabbat,Bathinda,Bathinda,Southern Asia,Asia,South Asia,30.26655473,75.16609669,exact,,,,,,11313,"94,600",53%,1.3,36.7,28
G103492,L102513,P101149,https://www.gem.wiki/Guru_Hargobind_Lehra_Mohabbat_Power_Station,India,Punjab state,Unit 5,Guru Hargobind Lehra Mohabbat Power Station,,,Punjab State Power Corp Ltd,PSPCL,500,cancelled,,,,subcritical,bituminous,,Lehra Mohabbat,Bathinda,Bathinda,Southern Asia,Asia,South Asia,30.26655473,75.16609669,exact,,,,,,8702,"94,600",53%,2,80.7,40
G103561,L102674,P101214,https://www.gem.wiki/Haldia_Energy_power_station,India,West Bengal,Unit 1,Haldia Energy power station,,,Haldia Energy Ltd,RPG Group,600,operating,2015,,,subcritical,unknown,,Baneshwar,,Haldia,Southern Asia,Asia,South Asia,22.060459,88.109748,exact,EC 1 Oct 2008 at http://bit.ly/1n4RKbJ,,,,,8702,"96,100",53%,2.5,81.1,33
G103562,L102674,P101214,https://www.gem.wiki/Haldia_Energy_power_station,India,West Bengal,Unit 2,Haldia Energy power station,,,Haldia Energy Ltd,RPG Group,600,operating,2015,,,subcritical,unknown,,Baneshwar,,Haldia,Southern Asia,Asia,South Asia,22.060459,88.109748,exact,EC 1 Oct 2008 at http://bit.ly/1n4RKbJ,,,,,8702,"96,100",53%,2.5,81.1,33
G103560,L102674,P101214,https://www.gem.wiki/Haldia_Energy_power_station,India,West Bengal,Unit 3,Haldia Energy power station,,,Haldia Energy Ltd,RPG Group,350,cancelled,,,,supercritical,unknown,,Baneshwar,,Haldia,Southern Asia,Asia,South Asia,22.060459,88.109748,exact,Aug 2017 Form 1,,,,,9250,"96,100",53%,1.5,61,40
G103589,L102147,P100761,https://www.gem.wiki/Hamirpur_power_station,India,Chhattisgarh,Unit 1,Hamirpur power station,,,Raigarh Energy,Jayaswal Neco Industries,300,cancelled,,,,subcritical,unknown,,Hamirpur and Jobra,Gharghoda,Raigarh,Southern Asia,Asia,South Asia,22.393333,83.521944,exact,TOR: 11 Feb 2010 at http://bit.ly/1dNQNT0,,,,,9572,"96,100",53%,1.4,54.1,40
G103590,L102147,P100761,https://www.gem.wiki/Hamirpur_power_station,India,Chhattisgarh,Unit 2,Hamirpur power station,,,Raigarh Energy,Jayaswal Neco Industries,300,cancelled,,,,subcritical,unknown,,Hamirpur and Jobra,Gharghoda,Raigarh,Southern Asia,Asia,South Asia,22.393333,83.521944,exact,,,,,,9572,"96,100",53%,1.4,54.1,40
G103595,L102300,P100698,https://www.gem.wiki/Hanakon_Thermal_Power_Project,India,Karnataka,,Hanakon Thermal Power Project,,,Ind-Barath Energies Ltd,Ind-Barath Power,450,cancelled,,,,unknown,unknown,,Hankon,Karwar,Uttar Kannada,Southern Asia,Asia,South Asia,14.917915,74.174538,approximate,,,,,,8605,"96,100",53%,1.8,72.9,40
G103646,L102630,P101538,https://www.gem.wiki/Harduaganj_power_station,India,Uttar Pradesh,Unit 1,Harduaganj power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,50,retired,1968,2001,,subcritical,bituminous,,Jawan Vajidpur,Koil,Aligarh,Southern Asia,Asia,South Asia,28.0175,78.13,exact,,,,,,12618,"94,600",53%,0.3,0,0
G103647,L102630,P101538,https://www.gem.wiki/Harduaganj_power_station,India,Uttar Pradesh,Unit 10,Harduaganj power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,660,operating,2022,,,supercritical,unknown,,Kasimpur,,Aligarh,Southern Asia,Asia,South Asia,28.0175,78.13,exact,TOR 12 Mar 2010 at http://bit.ly/UpIVRY; EC 12 May 2015 at http://bit.ly/1XR1VF8,,,,,8409,"96,100",53%,2.6,104.5,40
G103649,L102630,P101538,https://www.gem.wiki/Harduaganj_power_station,India,Uttar Pradesh,Unit 3,Harduaganj power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,60,retired,1972,2000,,subcritical,bituminous,,Jawan Vajidpur,Koil,Aligarh,Southern Asia,Asia,South Asia,28.0175,78.13,exact,,,,,,12183,"94,600",53%,0.3,0,0
G103650,L102630,P101538,https://www.gem.wiki/Harduaganj_power_station,India,Uttar Pradesh,Unit 4,Harduaganj power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,60,retired,1972,2007,,subcritical,bituminous,,Jawan Vajidpur,Koil,Aligarh,Southern Asia,Asia,South Asia,28.0175,78.13,exact,,,,,,12618,"94,600",53%,0.4,0,0
G103651,L102630,P101538,https://www.gem.wiki/Harduaganj_power_station,India,Uttar Pradesh,Unit 5,Harduaganj power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,60,retired,1977,2017,,subcritical,bituminous,,Jawan Vajidpur,Koil,Aligarh,Southern Asia,Asia,South Asia,28.0175,78.13,exact,,,,,,12618,"94,600",53%,0.4,0,0
G103653,L102630,P101538,https://www.gem.wiki/Harduaganj_power_station,India,Uttar Pradesh,Unit 7,Harduaganj power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,110,operating,1978,,,subcritical,bituminous,,Jawan Vajidpur,Koil,Aligarh,Southern Asia,Asia,South Asia,28.0175,78.13,exact,,,,,,12618,"94,600",53%,0.6,3.2,5
G103654,L102630,P101538,https://www.gem.wiki/Harduaganj_power_station,India,Uttar Pradesh,Unit 8,Harduaganj power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,250,operating,2011,,,subcritical,bituminous,,Kasimpur,,Aligarh,Southern Asia,Asia,South Asia,28.0175,78.13,exact,EC 21 May 2007 at http://bit.ly/1pXTNTN,,,,,11313,"94,600",53%,1.3,38,29
G103655,L102630,P101538,https://www.gem.wiki/Harduaganj_power_station,India,Uttar Pradesh,Unit 9,Harduaganj power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,250,operating,2012,,,subcritical,bituminous,,Kasimpur,,Aligarh,Southern Asia,Asia,South Asia,28.0175,78.13,exact,EC 21 May 2007 at http://bit.ly/1pXTNTN,,,,,11313,"94,600",53%,1.3,39.3,30
G103656,L102404,P100621,https://www.gem.wiki/Hari_Hareshwar_power_station_(Veshvi_and_Bankot),India,Maharashtra,Unit 1,Hari Hareshwar power station (Veshvi and Bankot),,,Hari Hareshwar Power Company,Hari Hareshwar Power Company,800,cancelled,,,,unknown,unknown,,"Bankot Narayen nagar, Kengwal, Veshvi & Velas",Mandangad,Ratnagiri,Southern Asia,Asia,South Asia,17.979579,73.051596,approximate,TOR 13 Oct 2010 at http://bit.ly/1oPY0Yd,,,,,8605,"96,100",53%,3.2,129.6,40
G103657,L102404,P100621,https://www.gem.wiki/Hari_Hareshwar_power_station_(Veshvi_and_Bankot),India,Maharashtra,Unit 2,Hari Hareshwar power station (Veshvi and Bankot),,,Hari Hareshwar Power Company,Hari Hareshwar Power Company,800,cancelled,,,,unknown,unknown,,"Bankot Narayen nagar, Kengwal, Veshvi & Velas",Mandangad,Ratnagiri,Southern Asia,Asia,South Asia,17.979579,73.051596,approximate,TOR 13 Oct 2010 at http://bit.ly/1oPY0Yd,,,,,8605,"96,100",53%,3.2,129.6,40
G103668,L102148,P100324,https://www.gem.wiki/Hasdeo_Thermal_Power_Station,India,Chhattisgarh,Unit 1,Hasdeo Thermal Power Station,,Korba West Hasdeo power station,Chattisgarh State Power Generation,CSPGCL,210,operating,1983,,,subcritical,bituminous,,Kusmunda,Katghora,Korba,Southern Asia,Asia,South Asia,22.412536,82.682187,exact,,,,,,12618,"94,600",53%,1.2,1.2,1
G103669,L102148,P100324,https://www.gem.wiki/Hasdeo_Thermal_Power_Station,India,Chhattisgarh,Unit 2,Hasdeo Thermal Power Station,,Korba West Hasdeo power station,Chattisgarh State Power Generation,CSPGCL,210,operating,1984,,,subcritical,bituminous,,Kusmunda,Katghora,Korba,Southern Asia,Asia,South Asia,22.412536,82.682187,exact,,,,,,12618,"94,600",53%,1.2,2.5,2
G103670,L102148,P100324,https://www.gem.wiki/Hasdeo_Thermal_Power_Station,India,Chhattisgarh,Unit 3,Hasdeo Thermal Power Station,,Korba West Hasdeo power station,Chattisgarh State Power Generation,CSPGCL,210,operating,1985,,,subcritical,bituminous,,Kusmunda,Katghora,Korba,Southern Asia,Asia,South Asia,22.412536,82.682187,exact,,,,,,12618,"94,600",53%,1.2,3.7,3
G103671,L102148,P100324,https://www.gem.wiki/Hasdeo_Thermal_Power_Station,India,Chhattisgarh,Unit 4,Hasdeo Thermal Power Station,,Korba West Hasdeo power station,Chattisgarh State Power Generation,CSPGCL,210,operating,1986,,,subcritical,bituminous,,Kusmunda,Katghora,Korba,Southern Asia,Asia,South Asia,22.412536,82.682187,exact,,,,,,12618,"94,600",53%,1.2,4.9,4
G103672,L102148,P100324,https://www.gem.wiki/Hasdeo_Thermal_Power_Station,India,Chhattisgarh,Unit 5,Hasdeo Thermal Power Station,,Korba West Hasdeo power station,Chattisgarh State Power Generation,CSPGCL,500,operating,2013,,,subcritical,bituminous,,Kusmunda,Katghora,Korba,Southern Asia,Asia,South Asia,22.412536,82.682187,exact,,,,,,8702,"94,600",53%,2,62.5,31
G103673,L102301,P100624,https://www.gem.wiki/Hassan_power_station,India,Karnataka,Unit 1,Hassan power station,,,Hassan Thermal Power (P) Ltd,Hassan Thermal Power Limited,500,cancelled,,,,unknown,unknown,Indonesia,"Dobba Basavanahalli, Dobba Honnenahalli, Kachandyakanahalli and Bustanhalli",Hassan,Hassan,Southern Asia,Asia,South Asia,12.9833,76.133,exact,TOR 11/5/2009; EC 2/17/12 at http://bit.ly/1aIWUt1,,,,,8605,"96,100",53%,2,81,40
G103674,L102301,P100624,https://www.gem.wiki/Hassan_power_station,India,Karnataka,Unit 2,Hassan power station,,,Hassan Thermal Power (P) Ltd,Hassan Thermal Power Limited,500,cancelled,,,,unknown,unknown,Indonesia,Kenchana Halli,Hassan,Hassan,Southern Asia,Asia,South Asia,12.9833,76.133,exact,TOR 11/5/2009; EC 2/17/12 at http://bit.ly/1aIWUt1,,,,,8605,"96,100",53%,2,81,40
G112729,L102149,P101142,https://www.gem.wiki/Hathneora_Captive_Power_Plant,India,Chhattisgarh,Existing Units,Hathneora Captive Power Plant,,,Prakash Industries Ltd,Prakash Industries,162.5,operating,,,,subcritical,bituminous,Domestic and Imported,Hathneora,Champa,Janjgir-Champa,Southern Asia,Asia,South Asia,22.0035383,82.6689005,exact,"TOR issued on 20 Apr 2011 at http://bit.ly/19Q9XcY and extended 22 May 2014 (don't see on MoEF?), EIA Jan 2014 at http://bit.ly/1FVgqii",iron & steel,power,,,12183,"94,600",53%,0.9,18.3,20
G103685,L102149,P101142,https://www.gem.wiki/Hathneora_Captive_Power_Plant,India,Chhattisgarh,Expansion Unit 1,Hathneora Captive Power Plant,,,Prakash Industries Ltd,Prakash Industries,100,cancelled,,,,subcritical,bituminous,Domestic and Imported,Hathneora,Champa,Janjgir-Champa,Southern Asia,Asia,South Asia,22.0035383,82.6689005,exact,"TOR issued on 20 Apr 2011 at http://bit.ly/19Q9XcY and extended 22 May 2014 (don't see on MoEF?), EIA Jan 2014 at http://bit.ly/1FVgqii",iron & steel,power,,,10442,"94,600",53%,0.5,19.4,40
G103686,L102149,P101142,https://www.gem.wiki/Hathneora_Captive_Power_Plant,India,Chhattisgarh,Expansion Unit 2,Hathneora Captive Power Plant,,,Prakash Industries Ltd,Prakash Industries,100,cancelled,,,,subcritical,bituminous,Domestic and Imported,Hathneora,Champa,Janjgir-Champa,Southern Asia,Asia,South Asia,22.0035383,82.6689005,exact,"TOR issued on 20 Apr 2011 at http://bit.ly/19Q9XcY and extended 22 May 2014 (don't see on MoEF?), EIA Jan 2014 at http://bit.ly/1FVgqii",iron & steel,power,,,10442,"94,600",53%,0.5,19.4,40
G103687,L102149,P101142,https://www.gem.wiki/Hathneora_Captive_Power_Plant,India,Chhattisgarh,Expansion Unit 3,Hathneora Captive Power Plant,,,Prakash Industries Ltd,Prakash Industries,150,cancelled,,,,subcritical,bituminous,Domestic and Imported,Hathneora,Champa,Janjgir-Champa,Southern Asia,Asia,South Asia,22.0035383,82.6689005,exact,"TOR issued on 20 Apr 2011 at http://bit.ly/19Q9XcY and extended 22 May 2014 (don't see on MoEF?), EIA Jan 2014 at http://bit.ly/1FVgqii",iron & steel,power,,,10442,"94,600",53%,0.7,29,40
G103688,L102149,P101142,https://www.gem.wiki/Hathneora_Captive_Power_Plant,India,Chhattisgarh,Expansion Unit 4,Hathneora Captive Power Plant,,,Prakash Industries Ltd,Prakash Industries,150,cancelled,,,,subcritical,bituminous,Domestic and Imported,Hathneora,Champa,Janjgir-Champa,Southern Asia,Asia,South Asia,22.0035383,82.6689005,exact,"TOR issued on 20 Apr 2011 at http://bit.ly/19Q9XcY and extended 22 May 2014 (don't see on MoEF?), EIA Jan 2014 at http://bit.ly/1FVgqii",iron & steel,power,,,10442,"94,600",53%,0.7,29,40
G103701,L102210,P100472,https://www.gem.wiki/Hazira_power_station_(Essar),India,Gujarat,Unit 1,Hazira power station (Essar),,,Essar Power Ltd,Essar Group,135,operating,2015,,,subcritical,unknown,Imported,Hazira,Chorasi,Surat,Southern Asia,Asia,South Asia,21.1190775,72.6405448,exact,,iron & steel,power,power,,10442,"96,100",53%,0.7,21.9,33
G103702,L102210,P100472,https://www.gem.wiki/Hazira_power_station_(Essar),India,Gujarat,Unit 2,Hazira power station (Essar),,,Essar Power Ltd,Essar Group,135,operating,2016,,,subcritical,unknown,Imported,Hazira,Chorasi,Surat,Southern Asia,Asia,South Asia,21.1190775,72.6405448,exact,,iron & steel,power,power,,10442,"96,100",53%,0.7,22.6,34
G113403,L104861,P102735,https://www.gem.wiki/Hazira_power_station_(Reliance),India,Gujarat,Unit 1,Hazira power station (Reliance),,,Jamnagar Utilities & Power Private Limited,Reliance Industries Limited,90,operating,2016,,,subcritical,unknown,,Hazira,Chorasi,Surat,Southern Asia,Asia,South Asia,21.1592005,72.6871268,exact,ECs 31 Jan 1992; 30 Jun 2005; 28 Sept 2016; 10 July 2017; 31 Oct 2022,chemicals,power,,,10442,"96,100",53%,0.4,15,34
G113404,L104861,P102735,https://www.gem.wiki/Hazira_power_station_(Reliance),India,Gujarat,Unit 2,Hazira power station (Reliance),,,Jamnagar Utilities & Power Private Limited,Reliance Industries Limited,90,operating,2016,,,subcritical,unknown,,Hazira,Chorasi,Surat,Southern Asia,Asia,South Asia,21.1592005,72.6871268,exact,ECs 31 Jan 1992; 30 Jun 2005; 28 Sept 2016; 10 July 2017; 31 Oct 2022,chemicals,power,,,10442,"96,100",53%,0.4,15,34
